title
n = 15
1 4 8 0.14161614955007995
1 4 9 0.004584858057901986
1 4 10 0.4648061252702258
1 4 11 0.4415949984442892
1 4 12 0.1256813898959317
1 4 13 0.17911906964660174
1 4 14 0.17242829722947461
1 4 15 0.0845547398814448
1 5 1 0.3487614523661615
1 5 2 0.37164377265360116
1 5 3 0.499275052298941
1 5 4 0.25872919413484863
1 5 5 0.3884764166340997
1 5 7 0.19850647001113975
1 5 9 0.4342730847815097
1 5 10 0.05961358114190696
1 5 11 0.15441470423253356
1 5 12 0.45375933699895254
1 5 13 0.18628833002892775
1 5 14 0.01163094772237172
1 5 15 0.2202111506378982
1 6 1 0.3494616589203402
1 6 2 0.2169313276826632
1 6 3 0.06944621548307284
1 6 4 0.1297711154474427
1 6 5 0.32637739077060723
1 6 6 0.49496756044710033
1 6 7 0.24172106861765164
1 6 8 0.05655112768964865
1 6 9 0.04230304423643927
1 6 10 0.29611970509714836
1 6 11 0.3682824140723512
1 6 13 0.36926937451668085
1 6 14 0.22492417724947833
1 6 15 0.2873479271598234
1 7 1 0.2736932991996508
1 7 2 0.33014684199893074
1 7 3 0.3342072031175328
1 7 4 0.3104778640831468
1 7 5 0.19543227205075853
1 7 6 0.2617987809617912
1 7 7 0.1070063313669889
1 7 8 0.4444734858341046
1 7 9 0.16473792611987514
1 7 10 0.026520396200684138
1 7 11 0.4350263293048532
1 7 13 0.4319308735317855
1 7 15 0.060738076825528786
1 8 1 0.07302910871132995
1 8 2 0.0791669865248269
1 8 3 0.056566755951757086
1 8 4 0.30554142508018534
1 8 5 0.2257139768142551
1 8 6 0.08867182956583552
1 8 9 0.3629518484689067
1 8 10 0.13258996052482408
1 8 11 0.3546401929439028
1 8 12 0.1485952063521394
1 8 13 0.33225902347876357
1 8 14 0.002174185672735307
1 8 15 0.040642675083231716
1 9 1 0.34920834640829124
1 9 2 0.1657915200007568
1 9 3 0.2173207968832116
1 9 4 0.4819032526135447
1 9 5 0.427917647994293
1 9 6 0.2799721829175831
1 9 9 0.47079696567833706
1 9 10 0.32978453364314353
1 9 11 0.12732582745690857
1 9 12 0.1536071519068668
1 9 13 0.2360379306651449
1 9 14 0.24578660798403507
1 9 15 0.4908953382061264
1 10 1 0.13415889904425493
1 10 3 0.11330902385993336
1 10 6 0.29902701573881596
1 10 7 0.48409692691903317
1 10 8 0.22431281643916157
1 10 11 0.14194681523286823
1 10 13 0.45581570470609967
1 10 14 0.05481653090333516
1 10 15 0.1980004926974307
1 11 2 0.05565559166061984
1 11 4 0.10379565957461212
1 11 5 0.11418482401374408
1 11 6 0.25334810198781677
1 11 7 0.17777789618312112
1 11 8 0.07780370843878559
1 11 9 0.05751465493452412
1 11 10 0.0518750195969232
1 11 11 0.42773662673237556
1 11 12 0.15785559649048975
1 11 13 0.35549468843017784
1 11 14 0.19770180019998984
1 11 15 0.33357110943575474
1 12 1 0.1282583400027386
1 12 2 0.32190894334159637
1 12 3 0.08765167635347082
1 12 4 0.20625888071837606
1 12 5 0.12167156439800164
1 12 6 0.09796895652717963
1 12 7 0.02227964397741422
1 12 8 0.41563997950239107
1 12 9 0.17679966256694268
1 12 10 0.21732424763641145
1 12 11 0.22351067163979654
1 12 12 0.18150817542219566
1 12 13 0.3447050539321168
1 12 15 0.48251563237258144
1 13 1 0.2655850469324088
1 13 2 0.4748975254027211
1 13 3 0.06560144581487903
1 13 4 0.22529413471578053
1 13 5 0.22844125466895748
1 13 6 0.12724701596089194
1 13 7 0.38570665870810683
1 13 8 0.2856064071767803
1 13 9 0.027061113348658017
1 13 10 0.2688371822040354
1 13 11 0.24772870322669716
1 13 13 0.007392425751991838
1 13 14 0.06337774469456325
1 13 15 0.28254780922444467
1 14 2 0.47154797973092755
1 14 3 0.3172381920417323
1 14 4 0.38525962225233545
1 14 5 0.40523464313599666
1 14 6 0.4891353056114017
1 14 7 0.013440819702691509
1 14 8 0.17300924854187283
1 14 9 0.44170527937502646
1 14 10 0.41983775112267285
1 14 11 0.4780021660778634
1 14 12 0.02989007115624609
1 14 13 0.23031232933230705
1 14 14 0.2229189983702523
1 14 15 0.4835754026587248
1 15 1 0.07421372208271992
1 15 2 0.3278629893754811
1 15 3 0.19127279772891936
1 15 5 0.01734218651217445
1 15 6 0.32092645552395727
1 15 8 0.009072707698736138
1 15 9 0.07972349156274328
1 15 10 0.2560196708877228
1 15 12 0.23258333139923504
1 15 13 0.16621353755440194
1 15 14 0.1538039234723556
1 15 15 0.3621608508445141
2 1 1 0.29493245506601984
2 1 2 0.18729497732982603
2 1 3 0.42080159676838735
2 1 4 0.43414756321308845
2 1 5 0.4119265822165572
2 1 6 0.09253764372995421
2 1 7 0.483167050969185
2 1 8 0.15564745631268784
2 1 9 0.13914393971616223
2 1 10 0.09811167185939096
2 1 11 0.17031542509362663
2 1 12 0.298373659314762
2 1 13 0.2900882005854982
2 1 14 0.13444473084189767
2 1 15 0.21603618738888375
2 2 1 0.169833885475001
2 2 2 0.18468871354124528
2 2 3 0.4859229218151164
2 2 4 0.18803597271337846
2 2 5 0.05341582564440006
2 2 6 0.2599805490909808
2 2 7 0.2652793216677658
2 2 8 0.11162763321713531
2 2 9 0.16261967810557898
2 2 11 0.23235148251664473
2 2 12 0.370659772795919
2 2 13 0.4369221036005855
2 2 14 0.2571379127216761
2 2 15 0.39611885629591226
2 3 1 0.4989973443517641
2 3 2 0.22736540491060508
2 3 3 0.468724845957764
2 3 4 0.20073013786116833
2 3 5 0.1144889135604582
2 3 6 0.3683377153605141
2 3 7 0.032576247306272954
2 3 8 0.38811081024864236
2 3 10 0.4026929596460904
2 3 11 0.4776191939336112
2 3 13 0.0797370925897174
2 3 14 0.4222645716791956
2 3 15 0.16657397468892554
2 4 1 0.15685274092698365
2 4 2 0.3463525481690567
2 4 3 0.10188560111863343
2 4 4 0.41506907943850524
2 4 5 0.017160303147936706
2 4 6 0.38460814187243153
2 4 7 0.030558340742664836
2 4 8 0.2686968308619928
2 4 9 0.3237421919401453
2 4 10 0.22462005186203793
2 4 11 0.18639341616883076
2 4 12 0.2544281986987379
2 4 13 0.29948629961013273
2 4 14 0.2598158107274988
2 4 15 0.11899627842122329
2 5 1 0.06457885893084525
2 5 2 0.4766443628681769
2 5 3 0.49159745264485144
2 5 4 0.13209379426339918
2 5 5 0.05153772154461844
2 5 6 0.07266753381914703
2 5 7 0.011080602987284305
2 5 8 0.24595221415126256
2 5 9 0.21014892816131925
2 5 10 0.04540084268194278
2 5 11 0.3942679109598244
2 5 12 0.33746269372653437
2 5 13 0.41161761238582517
2 5 14 0.1514804287308006
2 5 15 0.08805551307843495
2 6 1 0.3932092362681978
2 6 2 0.41082953765759667
2 6 3 0.10489026632068899
2 6 4 0.11393052287227079
2 6 5 0.48259872503530243
2 6 6 0.38465714091449565
2 6 7 0.4573214439857479
2 6 8 0.051243812693528956
2 6 9 0.16082175099865392
2 6 10 0.38749263081081375
2 6 12 0.010700633975716078
2 6 13 0.27854875997831663
2 6 14 0.12476711550644592
2 6 15 0.15168394398410268
2 7 1 0.3988085960121197
2 7 2 0.08233270261355397
2 7 3 0.2447540823628681
2 7 4 0.35269199974786514
2 7 5 0.49778182744977717
2 7 7 0.22198814025878832
2 7 8 0.23044742466020152
2 7 9 0.08886362140054072
2 7 10 0.31120126176664586
2 7 11 0.1599332374803174
2 7 12 0.07734807401865285
2 7 13 0.4435540846991335
2 7 14 0.46828573543042706
2 7 15 0.42940262646808847
2 8 1 0.23041124629309795
2 8 2 0.2230090926521433
2 8 3 0.37357523250812474
2 8 4 0.2162157576702568
2 8 5 0.06279320343450978
2 8 7 0.3822543536692846
2 8 8 0.18279869790650283
2 8 9 0.004250099457891121
2 8 10 0.21686631177048954
2 8 12 0.2916313083464628
2 8 13 0.12897215160828757
2 8 14 0.2796405131595018
2 8 15 0.00021935643845982788
2 9 1 0.28590642566686775
2 9 2 0.19065620070942435
2 9 3 0.38105060099695787
2 9 4 0.4709700990424922
2 9 5 0.401661553192712
2 9 6 0.2553948809533344
2 9 7 0.15505107388167738
2 9 8 0.2878690896066448
2 9 9 0.36662189487860697
2 9 10 0.4348405147861174
2 9 11 0.28646211614796213
2 9 12 0.38886070822544483
2 9 13 0.4070513392430257
2 9 14 0.40807071460350275
2 9 15 0.46242265515868486
2 10 1 0.20787396381276024
2 10 2 0.09993280543487304
2 10 3 0.1306490072796379
2 10 5 0.3682449487621521
2 10 6 0.485862696443247
2 10 7 0.07617075391204253
2 10 8 0.032714354260341305
2 10 9 0.13906253743962937
2 10 10 0.3231592776409955
2 10 11 0.1883075917070164
2 10 12 0.3505568210526385
2 10 13 0.39582052721664296
2 10 14 0.23887893062025278
2 10 15 0.3277470789645368
2 11 1 0.1488100236833768
2 11 2 0.2882095854757627
2 11 3 0.2451462790296175
2 11 4 0.17111979620469764
2 11 5 0.3366780142450412
2 11 6 0.1826567269126952
2 11 7 0.09325525978501181
2 11 8 0.2869891350155499
2 11 10 0.22823316082163858
2 11 11 0.04826943669671113
2 11 12 0.33577076018643714
2 11 14 0.157960875300446
2 11 15 0.11938636301691563
2 12 1 0.40183687815022684
2 12 2 0.40175901883038934
2 12 3 0.32493520815818744
2 12 6 0.07795249803236082
2 12 7 0.02770583814596661
2 12 9 0.4437900902345795
2 12 10 0.4463706506650472
2 12 11 0.0364903750834763
2 12 13 0.2201102407921781
2 12 14 0.11189706966390578
2 12 15 0.023293378628000072
2 13 1 0.4088956198090685
2 13 2 0.4441313838522227
2 13 3 0.2153438513453444
2 13 4 0.0002279022794827723
2 13 5 0.4083877628365177
2 13 6 0.05453291601071941
2 13 7 0.027758951625623918
2 13 8 0.47124292523787736
2 13 9 0.16963131492968975
2 13 11 0.22323988385531235
2 13 12 0.15746500980990297
2 13 13 0.47817328570168616
2 13 14 0.4710738911539831
2 14 1 0.16067797464077505
2 14 2 0.3639443676910894
2 14 3 0.30258133073569204
2 14 4 0.13756794322881805
2 14 5 0.453874315118867
2 14 6 0.0025259839808944307
2 14 7 0.11437447971964931
2 14 8 0.3843091675934486
2 14 9 0.40258929399613497
2 14 10 0.10641649095442862
2 14 11 0.4060656263631839
2 14 12 0.2781825393443663
2 14 13 0.22672504520400993
2 14 14 0.28500967968421675
2 14 15 0.48712639902053256
2 15 1 0.42539178273027134
2 15 2 0.01565788888409614
2 15 3 0.3559098810254572
2 15 4 0.2449662722936915
2 15 5 0.379392836461773
2 15 6 0.06585909067344708
2 15 7 0.23855777295521519
2 15 8 0.33059626333620773
2 15 9 0.450031760920516
2 15 10 0.28798769477421293
2 15 12 0.18970187285116147
2 15 13 0.39308812065656107
2 15 14 0.3158901152626089
2 15 15 0.4483583711744683
3 1 1 0.4808726638077879
3 1 2 0.48864418378372465
3 1 3 0.1607383874558761
3 1 4 0.0008532915829591037
3 1 5 0.08198776076966108
3 1 6 0.03948127853416783
3 1 7 0.14217621084456322
3 1 8 0.3994837721521405
3 1 9 0.12036691629963558
3 1 10 0.00842671818517926
3 1 11 0.26861528201912743
3 1 12 0.0551747148920847
3 1 13 0.33298535549818065
3 1 14 0.27018231761765066
3 1 15 0.3246205470327378
3 2 1 0.20984276899757037
3 2 2 0.06819835361994664
3 2 3 0.19127208101093518
3 2 4 0.3124423797582797
3 2 5 0.08525979266150019
3 2 6 0.41611638411560126
3 2 7 0.047899911821643104
3 2 8 0.2191874417756754
3 2 9 0.2478194818737327
3 2 10 0.09255219800748482
3 2 11 0.2339883327938188
3 2 13 0.4492678831032493
3 2 14 0.449095517323825
3 2 15 0.2621124847905323
3 3 1 0.41373750776923957
3 3 3 0.2787533153461177
3 3 4 0.20628843996554858
3 3 6 0.2321688350159795
3 3 7 0.04662919179881009
3 3 9 0.4180926551893738
3 3 10 0.4700857215321653
3 3 11 0.1270397654612364
3 3 13 0.32094017182697654
3 3 14 0.05337009125658221
3 3 15 0.2033762369258758
3 4 1 0.00022981401686983371
3 4 2 0.46178239845738434
3 4 3 0.09199653572641808
3 4 4 0.23633430654673948
3 4 5 0.4859113530757063
3 4 6 0.257846499397575
3 4 7 0.3717890436903495
3 4 8 0.2449789246660835
3 4 9 0.3421703421492235
3 4 10 0.03572108491614623
3 4 11 0.26354636466113934
3 4 12 0.12250223676130856
3 4 13 0.4509021682160942
3 4 14 0.3002308831822078
3 4 15 0.1936331997161096
3 5 1 0.35444315560343764
3 5 3 0.3741305823491745
3 5 4 0.1340069554064902
3 5 5 0.45576916992178973
3 5 6 0.015577294562450938
3 5 7 0.16191222544148176
3 5 8 0.42555369212671057
3 5 9 0.34962864411082184
3 5 10 0.4705819317928245
3 5 11 0.3815881385460703
3 5 12 0.06759248441719246
3 5 13 0.18351023767437857
3 5 14 0.05619388682007087
3 5 15 0.3837984538236733
3 6 1 0.0003673422628317491
3 6 2 0.1247662313127954
3 6 3 0.0026509655203583726
3 6 5 0.22303432910698995
3 6 6 0.1501757322809636
3 6 8 0.4434712830691604
3 6 9 0.18039536126231692
3 6 12 0.17072025370379829
3 6 15 0.3386081203036362
3 7 1 0.06682420647883736
3 7 2 0.21210116989672678
3 7 3 0.4732549115086394
3 7 4 0.10887910085191566
3 7 5 0.059185260904533354
3 7 6 0.39340559721097634
3 7 7 0.4005738085146505
3 7 9 0.2199562860255191
3 7 10 0.08284681530348503
3 7 11 0.005880820592427005
3 7 13 0.49707272378345724
3 7 14 0.4935452059714238
3 8 1 0.4711773286440162
3 8 2 0.2137990518241687
3 8 3 0.42976598034447777
3 8 4 0.45028323141577276
3 8 5 0.08813806478894126
3 8 6 0.07753182437918082
3 8 7 0.04297901645216684
3 8 8 0.49226084304935713
3 8 9 0.3512497942043362
3 8 10 0.05935035905645336
3 8 11 0.23611883856967275
3 8 12 0.36074784354892175
3 8 13 0.398519717557703
3 8 14 0.2344718775514436
3 8 15 0.1704889242247889
3 9 1 0.12783558948402418
3 9 2 0.02485732708184729
3 9 3 0.15508664162234775
3 9 4 0.49970551290280196
3 9 5 0.49651010127885464
3 9 6 0.04024870781103074
3 9 7 0.45710773011100425
3 9 9 0.3713664823782735
3 9 10 0.25201289215456535
3 9 11 0.23492762645653187
3 9 12 0.25373178368454485
3 9 13 0.20529771369398753
3 9 14 0.047690607084194925
3 9 15 0.3778474035150471
3 10 1 0.17585917254656724
3 10 3 0.4330637510926779
3 10 4 0.04572320397740137
3 10 5 0.2937814536164717
3 10 6 0.44154042101773716
3 10 7 0.00645407671600251
3 10 8 0.46797861375801286
3 10 9 0.15155102560171663
3 10 10 0.2116416049002554
3 10 11 0.29509136104999356
3 10 12 0.4906678022167512
3 10 13 0.210921477421949
3 10 14 0.12227098014484017
3 10 15 0.39344837215531425
3 11 1 0.05788598593494498
3 11 3 0.14986897040829705
3 11 4 0.2971385734304426
3 11 5 0.22394505061784997
3 11 6 0.2322501694535145
3 11 7 0.3658801484778982
3 11 8 0.16463929857324666
3 11 9 0.10556432195337428
3 11 10 0.14104850566146154
3 11 11 0.28409314326817803
3 11 13 0.03929704736697548
3 11 14 0.33081409657159677
3 11 15 0.2637829295594035
3 12 1 0.4677614501744163
3 12 2 0.08559409980566823
3 12 3 0.4222010446926363
3 12 4 0.06302169440703165
3 12 5 0.208544598413818
3 12 6 0.20779481940379607
3 12 8 0.4030968310408428
3 12 9 0.032782208544866354
3 12 10 0.4532055647441816
3 12 11 0.36292443248103656
3 12 13 0.423167840315566
3 12 14 0.06892091007947843
3 12 15 0.26285135254460534
3 13 1 0.25435838454615123
3 13 2 0.36632779896506984
3 13 3 0.46485264372456625
3 13 4 0.20627743721523528
3 13 5 0.1740385229926742
3 13 6 0.020862500332384792
3 13 7 0.1265514085700442
3 13 8 0.3071620195156831
3 13 9 0.40921613559830416
3 13 10 0.3652192940894471
3 13 11 0.11249895356827322
3 13 12 0.40559431221849407
3 13 13 0.03292375396029801
3 13 14 0.07212444599098189
3 14 1 0.17675170978304733
3 14 2 0.37636053326527885
3 14 3 0.20099710469786192
3 14 5 0.10672630176419473
3 14 6 0.2187537051972649
3 14 7 0.47693990488875304
3 14 8 0.055981511537237516
3 14 9 0.2305477308679319
3 14 10 0.08981315003378332
3 14 11 0.3894184595777984
3 14 12 0.38092666692203114
3 14 13 0.13352071735106164
3 14 14 0.3363574772702491
3 14 15 0.21960551562133224
3 15 2 0.41771508034905436
3 15 3 0.28706445055222085
3 15 4 0.26843586566336286
3 15 5 0.22463524456138795
3 15 6 0.008544799559547234
3 15 7 0.004110596426151636
3 15 8 0.19841377734444088
3 15 9 0.4595520780366311
3 15 11 0.14399305857902178
3 15 13 0.08933082353893607
3 15 14 0.42386397146204524
3 15 15 0.17930265126212186
4 1 1 0.21762704836307079
4 1 2 0.13423982709600968
4 1 4 0.49469050635824685
4 1 6 0.3249147468352144
4 1 7 0.35806291126776235
4 1 8 0.35297491661676905
4 1 9 0.25479512945052707
4 1 10 0.13691437142925833
4 1 11 0.46607980122354986
4 1 12 0.24174702593414643
4 1 13 0.30752034924364424
4 1 15 0.03908061201753499
4 2 1 0.047986192640716574
4 2 2 0.23036210255821565
4 2 3 0.14590515888142253
4 2 4 0.38788184007973237
4 2 5 0.06131281382435905
4 2 6 0.2502346275442414
4 2 7 0.17100305840803032
4 2 8 0.28157063718826536
4 2 9 0.3511033933780485
4 2 10 0.4609771294089454
4 2 11 0.062242575109956566
4 2 12 0.1796704084501719
4 2 13 0.3555560264464859
4 2 14 0.1848945648213589
4 2 15 0.436412127580702
4 3 1 0.22890917831340496
4 3 2 0.4572754448820665
4 3 3 0.4150728336004649
4 3 5 0.4628550745473645
4 3 7 0.4018303215923069
4 3 8 0.42652070315255275
4 3 9 0.3095433225850732
4 3 11 0.4933526391101022
4 3 12 0.39121848732874265
4 3 13 0.45907680221468783
4 3 14 0.4306843482450321
4 4 1 0.07162350910645332
4 4 2 0.11877915080716028
4 4 3 0.3216397646351352
4 4 4 0.11508909635607523
4 4 5 0.06744168322125077
4 4 6 0.15324489553139997
4 4 7 0.09418612339288668
4 4 8 0.05269931967089536
4 4 9 0.4767732228685445
4 4 11 0.49935715354940335
4 4 12 0.4407915958207177
4 4 13 0.37463467783391047
4 4 14 0.4120611281665406
4 4 15 0.3232586099155996
4 5 1 0.34740951991552993
4 5 2 0.06395663693444054
4 5 3 0.10746118485882039
4 5 4 0.39709133906806193
4 5 6 0.17942059081793327
4 5 7 0.11773557981411498
4 5 8 0.06835100627573198
4 5 9 0.45354073052312627
4 5 10 0.17358685866523704
4 5 11 0.13887362118539215
4 5 12 0.47135106703113716
4 5 13 0.4729155015333968
4 5 14 0.4623383996202153
4 5 15 0.1762636591604837
4 6 1 0.3828995108563201
4 6 2 0.38125442450252667
4 6 5 0.23138654540862558
4 6 6 0.27367973620747044
4 6 7 0.22933851166751018
4 6 9 0.17700379029217095
4 6 10 0.09526507122029337
4 6 11 0.04509228898646456
4 6 12 0.08090487924317236
4 6 13 0.20553131305990957
4 6 14 0.25860775867339625
4 6 15 0.034289995231373105
4 7 1 0.23031029837423
4 7 2 0.16910677760992865
4 7 3 0.4869590582229476
4 7 4 0.4221155968345963
4 7 6 0.16281311820993072
4 7 7 0.14267596964953444
4 7 8 0.3024042816215827
4 7 9 0.32351835373025706
4 7 10 0.23155170194815256
4 7 11 0.15484025138600566
4 7 12 0.028825379231611326
4 7 13 0.49192266551540265
4 7 14 0.1635578907847659
4 8 1 0.2677054487564178
4 8 3 0.06459646325588253
4 8 4 0.002833814953977387
4 8 5 0.3718304817175839
4 8 6 0.04763445188960336
4 8 8 0.004274298431269696
4 8 10 0.20372087175646747
4 8 11 0.1822063330328767
4 8 13 0.1638771295604945
4 8 15 0.21419285853685155
4 9 1 0.07540056135616535
4 9 2 0.46173842537555165
4 9 3 0.16874333303442213
4 9 5 0.18968053139558205
4 9 7 0.14367816847038306
4 9 8 0.07798491439915345
4 9 9 0.33744860861789727
4 9 10 0.14159876970176577
4 9 12 0.44098535955304574
4 9 13 0.3736689297603605
4 9 14 0.1251282953800833
4 9 15 0.07731360105388663
4 10 1 0.34258052664331407
4 10 2 0.15957053665501808
4 10 3 0.3173801893021819
4 10 4 0.41153131904273266
4 10 5 0.17865228643520004
4 10 6 0.22590785336162833
4 10 7 0.3621112775980303
4 10 8 0.2671465076720494
4 10 9 0.38057076239816134
4 10 10 0.15343468904206736
4 10 11 0.153807551702975
4 10 13 0.04291723124421443
4 10 14 0.07072048005636133
4 10 15 0.08587860850725004
4 11 1 0.13669495823041378
4 11 2 0.08063888592197366
4 11 3 0.15895361850909062
4 11 4 0.08119110988635159
4 11 5 0.076668685183514
4 11 7 0.2122005830737944
4 11 8 0.4006896497933705
4 11 9 0.31955149071816946
4 11 10 0.35488075794139595
4 11 11 0.40168980749712824
4 11 12 0.021237222307804116
4 11 13 0.4137603954856961
4 11 14 0.4380656257567994
4 11 15 0.29720510612811113
4 12 1 0.10979581249763526
4 12 2 0.3661219266444249
4 12 3 0.35853833079166253
4 12 4 0.14142991683805717
4 12 5 0.13506460335097492
4 12 7 0.0037517627729635183
4 12 8 0.39062963589119526
4 12 9 0.277324123845049
4 12 10 0.3183203590359557
4 12 11 0.3204982960145272
4 12 12 0.14267691790268788
4 12 13 0.2378615412362477
4 12 14 0.15407140490682425
4 12 15 0.2604395955416242
4 13 2 0.20370055721667435
4 13 3 0.05470777691983342
4 13 4 0.3310570249795728
4 13 5 0.25571166833197245
4 13 6 0.12300300739585535
4 13 8 0.2783509954670653
4 13 9 0.26069948651154173
4 13 10 0.4230681988798559
4 13 11 0.15353670661103203
4 13 12 0.12872048299285932
4 13 13 0.28954969226872695
4 13 14 0.45998297568986946
4 13 15 0.2518714600718467
4 14 1 0.4650737551300089
4 14 2 0.4289450095822114
4 14 3 0.18397354427568702
4 14 4 0.003005508123115841
4 14 5 0.3815365414675381
4 14 6 0.06998507809773724
4 14 7 0.3920529094813676
4 14 9 0.4180725099887833
4 14 10 0.1021764567932576
4 14 11 0.31299163086444726
4 14 12 0.29871208857922493
4 14 13 0.3807679610028496
4 14 14 0.03219529389491782
4 14 15 0.1761838562933008
4 15 1 0.14418793075613978
4 15 2 0.4991051964040145
4 15 3 0.1513808063409432
4 15 4 0.35937898630619614
4 15 5 0.005586197014133321
4 15 6 0.48584446537021597
4 15 7 0.11810424389348739
4 15 8 0.29178602149696253
4 15 9 0.3689638839439251
4 15 10 0.17411371762604688
4 15 11 0.05446399148539105
4 15 13 0.41684433256563025
4 15 14 0.4338466120728375
4 15 15 0.039003562777093714
5 1 1 0.47520551902208996
5 1 2 0.29021451923579644
5 1 3 0.45229197930298937
5 1 4 0.4306087410270969
5 1 5 0.28468405066186886
5 1 6 0.2867141689182584
5 1 7 0.19827234007162897
5 1 8 0.25806972536368267
5 1 9 0.47455901407253986
5 1 10 0.40662699270344593
5 1 11 0.32742420460733834
5 1 12 0.39705616902881224
5 1 13 0.4638636388136038
5 1 14 0.47208664920807053
5 1 15 0.21680822364358976
5 2 1 0.019679753564292524
5 2 2 0.254024131865353
5 2 3 0.007671296461426502
5 2 4 0.3623410744561997
5 2 5 0.15437599808220726
5 2 6 0.01435485388179858
5 2 7 0.18054118114433182
5 2 8 0.23813055171510789
5 2 9 0.3874775730673031
5 2 10 0.4429792242447722
5 2 11 0.379565783645335
5 2 12 0.23598564090073382
5 2 13 0.24230708806343781
5 2 14 0.18676119764222465
5 2 15 0.05814066203969237
5 3 1 0.10050845788291607
5 3 2 0.06994094473776025
5 3 3 0.24410827988680261
5 3 4 0.05324991320021799
5 3 5 0.16731220618531772
5 3 6 0.042216226277297264
5 3 7 0.4650222331168603
5 3 8 0.24842052504271006
5 3 9 0.43617700178885055
5 3 10 0.07946237527768063
5 3 11 0.30951036647155716
